Date, INR_per_USD ,CAD_Ind_Q,GDP_Ind_Q,GDP_Ind_per_Q_2004_2005,Inflation_Ind_M,MIBOR,LIBOR,Forieg_equit_inv_Ind_D,Forieg_Debt_inv__Ind_D,FDI_Ind_14169_M,RBI_Repo_Rate_Date,Trade_Deficit_Ind_M,Fiscal_Deficit_Ind_Y,NIFTY_PE_Ind_D,Brent_D,USDCNY_D,EURUSD_D,USDJPY_D,US_GDP_perc_Q,US_NFP_M,US_Unemp_Q,Strength_USD_D,Tourism_IND_USD_mn_Yr,Tourism_USA_USD_mn_Yr,Inflation_USA_percen_m,FEDFUNDS_USA_m,US_Net_Inter_Invest_Position_USD_mn_q,FDI_US_USD_mn_q,Discount_rate_USA_perc_m,Trade_Deficit_USA_USD_mn_m,Fiscal_Deficit_USA_per_Y
28-03-2015,NA,-1.33,7.3,NA,5.25,NA,NA,NA,NA,1588,NA,-11396.17,4.1,NA,NA,NA,NA,NA,3.2,78,5.57,NA,21472,247394,-0.07363739,0.11,-6908374,3701500,0.75,-49040,-2.42
29-03-2015,NA,-1.33,7.3,NA,5.25,NA,NA,NA,NA,1588,NA,-11396.17,4.1,NA,NA,NA,NA,NA,3.2,78,5.57,NA,21472,247394,-0.07363739,0.11,-6908374,3701500,0.75,-49040,-2.42
30-03-2015,62.68,-1.33,7.3,NA,5.25,8.24,0.27415,44.36,30.44,1588,NA,-11396.17,4.1,19.7391,56.29,6.2078,1.0833,120.07,3.2,78,5.57,97.975,21472,247394,-0.07363739,0.11,-6908374,3701500,0.75,-49040,-2.42
31-03-2015,62.4975,-1.33,7.3,NA,5.25,8.19,0.27075,183.16,61.52,1588,NA,-11396.17,4.1,21.9507,55.11,6.1997,1.0731,120.13,3.2,78,5.57,98.357,21472,247394,-0.07363739,0.11,-6908374,3701500,0.75,-49040,-2.42
01-04-2015,NA,-1.25,7.6,NA,4.87,NA,0.27075,NA,NA,3810,NA,-11412.42,4.1,22.1969,57.1,6.198,1.0763,119.76,2.7,282,5.4,98.185,21472,247394,-0.1995174,0.12,-6818773,3803477,0.75,-40724,-2.42
02-04-2015,NA,-1.25,7.6,NA,4.87,NA,0.27375,NA,NA,3810,NA,-11412.42,4.1,NA,54.95,6.1969,1.088,119.72,2.7,282,5.4,97.436,21472,247394,-0.1995174,0.12,-6818773,3803477,0.75,-40724,-2.42
03-04-2015,NA,-1.25,7.6,NA,4.87,NA,NA,NA,NA,3810,NA,-11412.42,4.1,NA,NA,6.1943,1.0969,118.97,2.7,282,5.4,96.545,21472,247394,-0.1995174,0.12,-6818773,3803477,0.75,-40724,-2.42
04-04-2015,NA,-1.25,7.6,NA,4.87,NA,NA,NA,NA,3810,NA,-11412.42,4.1,NA,NA,NA,NA,NA,2.7,282,5.4,NA,21472,247394,-0.1995174,0.12,-6818773,3803477,0.75,-40724,-2.42
05-04-2015,NA,-1.25,7.6,NA,4.87,NA,NA,NA,NA,3810,NA,-11412.42,4.1,NA,NA,NA,NA,NA,2.7,282,5.4,NA,21472,247394,-0.1995174,0.12,-6818773,3803477,0.75,-40724,-2.42
06-04-2015,62.1888,-1.25,7.6,NA,4.87,8.33,NA,163.25,-12.04,3810,NA,-11412.42,4.1,22.3724,58.12,NA,1.0922,119.54,2.7,282,5.4,96.777,21472,247394,-0.1995174,0.12,-6818773,3803477,0.75,-40724,-2.42
07-04-2015,62.255,-1.25,7.6,NA,4.87,8.34,0.27375,41.44,-82.8,3810,7.5,-11412.42,4.1,22.3734,59.1,6.1976,1.0814,120.28,2.7,282,5.4,97.83,21472,247394,-0.1995174,0.12,-6818773,3803477,0.75,-40724,-2.42
08-04-2015,62.245,-1.25,7.6,NA,4.87,8.29,0.2712,-42.83,-0.89,3810,NA,-11412.42,4.1,22.5132,55.55,6.2027,1.0781,120.13,2.7,282,5.4,97.94,21472,247394,-0.1995174,0.12,-6818773,3803477,0.75,-40724,-2.42
09-04-2015,62.2463,-1.25,7.6,NA,4.87,8.31,0.2759,38.44,-20.26,3810,NA,-11412.42,4.1,22.6782,56.57,6.2058,1.0659,120.58,2.7,282,5.4,99.155,21472,247394,-0.1995174,0.12,-6818773,3803477,0.75,-40724,-2.42
10-04-2015,62.32,-1.25,7.6,NA,4.87,8.2,0.277,73.02,117.69,3810,NA,-11412.42,4.1,22.6835,57.87,6.2088,1.0604,120.22,2.7,282,5.4,99.338,21472,247394,-0.1995174,0.12,-6818773,3803477,0.75,-40724,-2.42
11-04-2015,NA,-1.25,7.6,NA,4.87,NA,NA,NA,NA,3810,NA,-11412.42,4.1,NA,NA,NA,NA,NA,2.7,282,5.4,NA,21472,247394,-0.1995174,0.12,-6818773,3803477,0.75,-40724,-2.42
12-04-2015,NA,-1.25,7.6,NA,4.87,NA,NA,NA,NA,3810,NA,-11412.42,4.1,NA,NA,NA,NA,NA,2.7,282,5.4,NA,21472,247394,-0.1995174,0.12,-6818773,3803477,0.75,-40724,-2.42
13-04-2015,62.51,-1.25,7.6,NA,4.87,8.24,0.2753,73.53,2.75,3810,NA,-11412.42,4.1,22.8137,57.93,6.2167,1.0567,120.13,2.7,282,5.4,99.49,21472,247394,-0.1995174,0.12,-6818773,3803477,0.75,-40724,-2.42
14-04-2015,NA,-1.25,7.6,NA,4.87,NA,0.27555,NA,NA,3810,NA,-11412.42,4.1,NA,58.43,6.2115,1.0655,119.4,2.7,282,5.4,98.733,21472,247394,-0.1995174,0.12,-6818773,3803477,0.75,-40724,-2.42
15-04-2015,62.3713,-1.25,7.6,NA,4.87,8.09,0.27435,-17.77,-14.38,3810,NA,-11412.42,4.1,22.5973,60.32,6.2051,1.0684,119.14,2.7,282,5.4,98.319,21472,247394,-0.1995174,0.12,-6818773,3803477,0.75,-40724,-2.42
16-04-2015,62.305,-1.25,7.6,NA,4.87,8.1,0.2751,-33.87,115.32,3810,NA,-11412.42,4.1,22.485,63.98,6.1968,1.0761,119.02,2.7,282,5.4,97.415,21472,247394,-0.1995174,0.12,-6818773,3803477,0.75,-40724,-2.42
17-04-2015,62.3662,-1.25,7.6,NA,4.87,8.13,0.27575,-106.72,-107.93,3810,NA,-11412.42,4.1,22.2249,63.45,6.1979,1.0806,118.9,2.7,282,5.4,97.52,21472,247394,-0.1995174,0.12,-6818773,3803477,0.75,-40724,-2.42
18-04-2015,NA,-1.25,7.6,NA,4.87,NA,NA,NA,NA,3810,NA,-11412.42,4.1,NA,NA,NA,NA,NA,2.7,282,5.4,NA,21472,247394,-0.1995174,0.12,-6818773,3803477,0.75,-40724,-2.42
19-04-2015,NA,-1.25,7.6,NA,4.87,NA,NA,NA,NA,3810,NA,-11412.42,4.1,NA,NA,NA,NA,NA,2.7,282,5.4,NA,21472,247394,-0.1995174,0.12,-6818773,3803477,0.75,-40724,-2.42
20-04-2015,62.9162,-1.25,7.6,NA,4.87,8.07,0.276,-227.33,-10.23,3810,NA,-11412.42,4.1,21.8171,63.45,6.2017,1.0738,119.18,2.7,282,5.4,97.941,21472,247394,-0.1995174,0.12,-6818773,3803477,0.75,-40724,-2.42
21-04-2015,62.8525,-1.25,7.6,NA,4.87,7.98,0.27725,2599.77,-126.2,3810,NA,-11412.42,4.1,21.6355,62.08,6.2017,1.0736,119.67,2.7,282,5.4,98.004,21472,247394,-0.1995174,0.12,-6818773,3803477,0.75,-40724,-2.42
22-04-2015,62.8313,-1.25,7.6,NA,4.87,7.98,0.2775,-135.82,-103,3810,NA,-11412.42,4.1,21.7696,62.73,6.1953,1.0725,119.91,2.7,282,5.4,97.932,21472,247394,-0.1995174,0.12,-6818773,3803477,0.75,-40724,-2.42
23-04-2015,63.3225,-1.25,7.6,NA,4.87,7.89,0.277,-13.41,-80.43,3810,NA,-11412.42,4.1,21.6885,64.85,6.1978,1.0824,119.58,2.7,282,5.4,97.278,21472,247394,-0.1995174,0.12,-6818773,3803477,0.75,-40724,-2.42
24-04-2015,63.5588,-1.25,7.6,NA,4.87,7.9,0.279,-113.93,130.27,3810,NA,-11412.42,4.1,21.4482,65.28,6.1947,1.0873,118.99,2.7,282,5.4,96.922,21472,247394,-0.1995174,0.12,-6818773,3803477,0.75,-40724,-2.42
25-04-2015,NA,-1.25,7.6,NA,4.87,NA,NA,NA,NA,3810,NA,-11412.42,4.1,NA,NA,NA,NA,NA,2.7,282,5.4,NA,21472,247394,-0.1995174,0.12,-6818773,3803477,0.75,-40724,-2.42
26-04-2015,NA,-1.25,7.6,NA,4.87,NA,NA,NA,NA,3810,NA,-11412.42,4.1,NA,NA,NA,NA,NA,2.7,282,5.4,NA,21472,247394,-0.1995174,0.12,-6818773,3803477,0.75,-40724,-2.42
27-04-2015,63.4875,-1.25,7.6,NA,4.87,7.84,0.279,-251.61,-153.7,3810,NA,-11412.42,4.1,21.2851,64.83,6.2199,1.0891,119.04,2.7,282,5.4,96.765,21472,247394,-0.1995174,0.12,-6818773,3803477,0.75,-40724,-2.42
28-04-2015,63.145,-1.25,7.6,NA,4.87,7.91,0.27815,-239.91,344.62,3810,NA,-11412.42,4.1,21.4711,64.64,6.2054,1.0981,118.86,2.7,282,5.4,96.092,21472,247394,-0.1995174,0.12,-6818773,3803477,0.75,-40724,-2.42
29-04-2015,63.3075,-1.25,7.6,NA,4.87,7.9,0.27815,-119.12,510.16,3810,NA,-11412.42,4.1,21.3523,65.84,6.1993,1.1128,119.02,2.7,282,5.4,95.209,21472,247394,-0.1995174,0.12,-6818773,3803477,0.75,-40724,-2.42
30-04-2015,63.4225,-1.25,7.6,NA,4.87,7.96,0.27875,-474.75,40.29,3810,NA,-11412.42,4.1,21.2014,66.78,6.2032,1.1224,119.38,2.7,282,5.4,94.6,21472,247394,-0.1995174,0.12,-6818773,3803477,0.75,-40724,-2.42
01-05-2015,NA,-1.25,7.6,NA,5.01,NA,0.27975,NA,NA,4060,NA,-10320.22,4.1,NA,66.46,NA,1.1199,120.15,2.7,326,5.4,95.297,21472,247394,-0.03993275,0.12,-6818773,3803477,0.75,-39759,-2.42
02-05-2015,NA,-1.25,7.6,NA,5.01,NA,NA,NA,NA,4060,NA,-10320.22,4.1,NA,NA,NA,NA,NA,2.7,326,5.4,NA,21472,247394,-0.03993275,0.12,-6818773,3803477,0.75,-39759,-2.42
03-05-2015,NA,-1.25,7.6,NA,5.01,NA,NA,NA,NA,4060,NA,-10320.22,4.1,NA,NA,NA,NA,NA,2.7,326,5.4,NA,21472,247394,-0.03993275,0.12,-6818773,3803477,0.75,-39759,-2.42
04-05-2015,NA,-1.25,7.6,NA,5.01,NA,NA,NA,NA,4060,NA,-10320.22,4.1,21.5912,66.45,6.2092,1.1146,120.13,2.7,326,5.4,95.48,21472,247394,-0.03993275,0.12,-6818773,3803477,0.75,-39759,-2.42
05-05-2015,63.44,-1.25,7.6,NA,5.01,7.92,0.2759,-70.68,-30.15,4060,NA,-10320.22,4.1,21.5727,67.52,6.2063,1.1185,119.86,2.7,326,5.4,95.076,21472,247394,-0.03993275,0.12,-6818773,3803477,0.75,-39759,-2.42
06-05-2015,63.54,-1.25,7.6,NA,5.01,7.93,0.276,-278.75,-413.42,4060,NA,-10320.22,4.1,20.9824,67.77,6.201,1.1347,119.46,2.7,326,5.4,94.087,21472,247394,-0.03993275,0.12,-6818773,3803477,0.75,-39759,-2.42
07-05-2015,64.24,-1.25,7.6,NA,5.01,7.97,0.27885,-202.46,-493.91,4060,NA,-10320.22,4.1,20.8795,65.54,6.2068,1.1267,119.74,2.7,326,5.4,94.635,21472,247394,-0.03993275,0.12,-6818773,3803477,0.75,-39759,-2.42
08-05-2015,63.9375,-1.25,7.6,NA,5.01,7.86,0.27985,-54.47,-4.93,4060,NA,-10320.22,4.1,21.2273,65.39,6.2094,1.1199,119.76,2.7,326,5.4,94.794,21472,247394,-0.03993275,0.12,-6818773,3803477,0.75,-39759,-2.42
09-05-2015,NA,-1.25,7.6,NA,5.01,NA,NA,NA,NA,4060,NA,-10320.22,4.1,NA,NA,NA,NA,NA,2.7,326,5.4,NA,21472,247394,-0.03993275,0.12,-6818773,3803477,0.75,-39759,-2.42
10-05-2015,NA,-1.25,7.6,NA,5.01,NA,NA,NA,NA,4060,NA,-10320.22,4.1,NA,NA,NA,NA,NA,2.7,326,5.4,NA,21472,247394,-0.03993275,0.12,-6818773,3803477,0.75,-39759,-2.42
11-05-2015,63.855,-1.25,7.6,NA,5.01,7.82,0.2766,49.07,-38.53,4060,NA,-10320.22,4.1,21.6402,64.91,6.2095,1.1155,120.08,2.7,326,5.4,95.011,21472,247394,-0.03993275,0.12,-6818773,3803477,0.75,-39759,-2.42
12-05-2015,64.1687,-1.25,7.6,NA,5.01,7.75,0.275,-204.09,-313.32,4060,NA,-10320.22,4.1,21.1248,66.86,6.209,1.1213,119.87,2.7,326,5.4,94.534,21472,247394,-0.03993275,0.12,-6818773,3803477,0.75,-39759,-2.42
13-05-2015,64.01,-1.25,7.6,NA,5.01,7.77,0.2739,-16.68,-49.74,4060,NA,-10320.22,4.1,21.4068,66.81,6.2046,1.1354,119.15,2.7,326,5.4,93.617,21472,247394,-0.03993275,0.12,-6818773,3803477,0.75,-39759,-2.42
14-05-2015,63.655,-1.25,7.6,NA,5.01,7.86,0.276,55.29,-118.8,4060,NA,-10320.22,4.1,21.3775,66.59,6.2015,1.141,119.18,2.7,326,5.4,93.457,21472,247394,-0.03993275,0.12,-6818773,3803477,0.75,-39759,-2.42
15-05-2015,63.515,-1.25,7.6,NA,5.01,7.85,0.2765,275.03,38.17,4060,NA,-10320.22,4.1,21.4767,66.81,6.2065,1.1451,119.25,2.7,326,5.4,93.135,21472,247394,-0.03993275,0.12,-6818773,3803477,0.75,-39759,-2.42
16-05-2015,NA,-1.25,7.6,NA,5.01,NA,NA,NA,NA,4060,NA,-10320.22,4.1,NA,NA,NA,NA,NA,2.7,326,5.4,NA,21472,247394,-0.03993275,0.12,-6818773,3803477,0.75,-39759,-2.42
17-05-2015,NA,-1.25,7.6,NA,5.01,NA,NA,NA,NA,4060,NA,-10320.22,4.1,NA,NA,NA,NA,NA,2.7,326,5.4,NA,21472,247394,-0.03993275,0.12,-6818773,3803477,0.75,-39759,-2.42
18-05-2015,63.725,-1.25,7.6,NA,5.01,7.81,0.276,-6.41,-10.44,4060,NA,-10320.22,4.1,21.766,66.27,6.2039,1.1315,119.99,2.7,326,5.4,94.221,21472,247394,-0.03993275,0.12,-6818773,3803477,0.75,-39759,-2.42
19-05-2015,63.6762,-1.25,7.6,NA,5.01,7.78,0.281,0.35,17.76,4060,NA,-10320.22,4.1,21.7452,64.02,6.2069,1.115,120.69,2.7,326,5.4,95.267,21472,247394,-0.03993275,0.12,-6818773,3803477,0.75,-39759,-2.42
20-05-2015,63.825,-1.25,7.6,NA,5.01,7.73,0.2835,36.62,-16.43,4060,NA,-10320.22,4.1,21.8949,65.03,6.2037,1.1094,121.35,2.7,326,5.4,95.448,21472,247394,-0.03993275,0.12,-6818773,3803477,0.75,-39759,-2.42
21-05-2015,63.64,-1.25,7.6,NA,5.01,7.75,0.282,-27.75,15.26,4060,NA,-10320.22,4.1,21.8891,66.54,6.1968,1.1112,121.04,2.7,326,5.4,95.255,21472,247394,-0.03993275,0.12,-6818773,3803477,0.75,-39759,-2.42
22-05-2015,63.52,-1.25,7.6,NA,5.01,7.78,0.2845,43.46,68.97,4060,NA,-10320.22,4.1,21.9877,65.37,6.1974,1.1013,121.54,2.7,326,5.4,96.014,21472,247394,-0.03993275,0.12,-6818773,3803477,0.75,-39759,-2.42
23-05-2015,NA,-1.25,7.6,NA,5.01,NA,NA,NA,NA,4060,NA,-10320.22,4.1,NA,NA,NA,NA,NA,2.7,326,5.4,NA,21472,247394,-0.03993275,0.12,-6818773,3803477,0.75,-39759,-2.42
24-05-2015,NA,-1.25,7.6,NA,5.01,NA,NA,NA,NA,4060,NA,-10320.22,4.1,NA,NA,NA,NA,NA,2.7,326,5.4,NA,21472,247394,-0.03993275,0.12,-6818773,3803477,0.75,-39759,-2.42
25-05-2015,63.5687,-1.25,7.6,NA,5.01,7.78,NA,0.58,-44.35,4060,NA,-10320.22,4.1,21.7572,65.52,6.2021,1.0978,121.56,2.7,326,5.4,96.014,21472,247394,-0.03993275,0.12,-6818773,3803477,0.75,-39759,-2.42
26-05-2015,63.9775,-1.25,7.6,NA,5.01,7.69,0.28585,26.38,48.39,4060,NA,-10320.22,4.1,21.6769,63.72,6.2036,1.0873,123.1,2.7,326,5.4,97.299,21472,247394,-0.03993275,0.12,-6818773,3803477,0.75,-39759,-2.42
27-05-2015,64.03,-1.25,7.6,NA,5.01,7.67,0.2835,-81.28,-2.52,4060,NA,-10320.22,4.1,21.6645,62.06,6.2014,1.0904,123.66,2.7,326,5.4,97.371,21472,247394,-0.03993275,0.12,-6818773,3803477,0.75,-39759,-2.42
28-05-2015,63.8075,-1.25,7.6,NA,5.01,7.6,0.28275,26.65,-22.92,4060,NA,-10320.22,4.1,21.624,62.58,6.2011,1.0949,123.95,2.7,326,5.4,96.965,21472,247394,-0.03993275,0.12,-6818773,3803477,0.75,-39759,-2.42
29-05-2015,63.825,-1.25,7.6,NA,5.01,7.59,0.28375,362.05,83.27,4060,NA,-10320.22,4.1,22.1159,65.56,6.1976,1.0986,124.15,2.7,326,5.4,96.907,21472,247394,-0.03993275,0.12,-6818773,3803477,0.75,-39759,-2.42
30-05-2015,NA,-1.25,7.6,NA,5.01,NA,NA,NA,NA,4060,NA,-10320.22,4.1,NA,NA,NA,NA,NA,2.7,326,5.4,NA,21472,247394,-0.03993275,0.12,-6818773,3803477,0.75,-39759,-2.42
31-05-2015,NA,-1.25,7.6,NA,5.01,NA,NA,NA,NA,4060,NA,-10320.22,4.1,NA,NA,NA,NA,NA,2.7,326,5.4,NA,21472,247394,-0.03993275,0.12,-6818773,3803477,0.75,-39759,-2.42
01-06-2015,63.71,-1.25,7.6,NA,5.4,7.64,0.2825,21.23,17.57,1681,NA,-10827.12,4.1,22.1153,64.88,6.1993,1.0927,124.77,2.7,191,5.4,97.392,21472,247394,0.1237712,0.13,-6818773,3803477,0.75,-42496,-2.42
02-06-2015,63.825,-1.25,7.6,NA,5.4,7.59,0.2787,-105.43,28.24,1681,7.25,-10827.12,4.1,21.5988,65.49,6.1982,1.1151,124.11,2.7,191,5.4,95.835,21472,247394,0.1237712,0.13,-6818773,3803477,0.75,-42496,-2.42
03-06-2015,63.9075,-1.25,7.6,NA,5.4,7.57,0.2792,-112.33,-122.91,1681,NA,-10827.12,4.1,21.333,63.8,6.1978,1.1275,124.25,2.7,191,5.4,95.465,21472,247394,0.1237712,0.13,-6818773,3803477,0.75,-42496,-2.42
04-06-2015,64.0063,-1.25,7.6,NA,5.4,7.54,0.2789,93.88,-299.33,1681,NA,-10827.12,4.1,21.3214,62.03,6.2008,1.1238,124.36,2.7,191,5.4,95.461,21472,247394,0.1237712,0.13,-6818773,3803477,0.75,-42496,-2.42
05-06-2015,63.755,-1.25,7.6,NA,5.4,7.54,0.2812,-74.99,9.59,1681,NA,-10827.12,4.1,21.2795,63.31,6.203,1.1114,125.63,2.7,191,5.4,96.306,21472,247394,0.1237712,0.13,-6818773,3803477,0.75,-42496,-2.42
06-06-2015,NA,-1.25,7.6,NA,5.4,NA,NA,NA,NA,1681,NA,-10827.12,4.1,NA,NA,NA,NA,NA,2.7,191,5.4,NA,21472,247394,0.1237712,0.13,-6818773,3803477,0.75,-42496,-2.42
07-06-2015,NA,-1.25,7.6,NA,5.4,NA,NA,NA,NA,1681,NA,-10827.12,4.1,NA,NA,NA,NA,NA,2.7,191,5.4,NA,21472,247394,0.1237712,0.13,-6818773,3803477,0.75,-42496,-2.42
08-06-2015,64.0875,-1.25,7.6,NA,5.4,7.53,0.2822,-114.78,-190,1681,NA,-10827.12,4.1,21.0943,62.69,6.206,1.1291,124.49,2.7,191,5.4,95.299,21472,247394,0.1237712,0.13,-6818773,3803477,0.75,-42496,-2.42
09-06-2015,63.925,-1.25,7.6,NA,5.4,7.52,0.2855,-106.18,-42.46,1681,NA,-10827.12,4.1,21.0373,64.88,6.2058,1.1283,124.34,2.7,191,5.4,95.166,21472,247394,0.1237712,0.13,-6818773,3803477,0.75,-42496,-2.42
10-06-2015,63.845,-1.25,7.6,NA,5.4,7.55,0.28785,-76.32,69.87,1681,NA,-10827.12,4.1,21.3049,65.7,6.2059,1.1324,122.68,2.7,191,5.4,94.646,21472,247394,0.1237712,0.13,-6818773,3803477,0.75,-42496,-2.42
11-06-2015,63.975,-1.25,7.6,NA,5.4,7.56,0.28585,-91.52,-88.55,1681,NA,-10827.12,4.1,20.8877,65.11,6.2067,1.1258,123.42,2.7,191,5.4,94.976,21472,247394,0.1237712,0.13,-6818773,3803477,0.75,-42496,-2.42
12-06-2015,64.065,-1.25,7.6,NA,5.4,7.56,0.28605,83.43,-510.98,1681,NA,-10827.12,4.1,20.9337,63.87,6.2084,1.1266,123.39,2.7,191,5.4,94.972,21472,247394,0.1237712,0.13,-6818773,3803477,0.75,-42496,-2.42
13-06-2015,NA,-1.25,7.6,NA,5.4,NA,NA,NA,NA,1681,NA,-10827.12,4.1,NA,NA,NA,NA,NA,2.7,191,5.4,NA,21472,247394,0.1237712,0.13,-6818773,3803477,0.75,-42496,-2.42
14-06-2015,NA,-1.25,7.6,NA,5.4,NA,NA,NA,NA,1681,NA,-10827.12,4.1,NA,NA,NA,NA,NA,2.7,191,5.4,NA,21472,247394,0.1237712,0.13,-6818773,3803477,0.75,-42496,-2.42
15-06-2015,64.1675,-1.25,7.6,NA,5.4,7.49,0.28325,-91.42,1464.19,1681,NA,-10827.12,4.1,21.015,62.61,6.209,1.1283,123.42,2.7,191,5.4,94.81,21472,247394,0.1237712,0.13,-6818773,3803477,0.75,-42496,-2.42
16-06-2015,64.2525,-1.25,7.6,NA,5.4,7.5,0.28625,-76.53,-67.59,1681,NA,-10827.12,4.1,21.1026,63.7,6.2085,1.1248,123.36,2.7,191,5.4,94.999,21472,247394,0.1237712,0.13,-6818773,3803477,0.75,-42496,-2.42
17-06-2015,64.1175,-1.25,7.6,NA,5.4,7.58,0.2857,-130.07,-32.12,1681,NA,-10827.12,4.1,21.2186,63.87,6.2095,1.1337,123.43,2.7,191,5.4,94.296,21472,247394,0.1237712,0.13,-6818773,3803477,0.75,-42496,-2.42
18-06-2015,63.7325,-1.25,7.6,NA,5.4,7.59,0.2808,-101.29,-78.14,1681,NA,-10827.12,4.1,21.4364,64.26,6.2081,1.1359,122.96,2.7,191,5.4,94.042,21472,247394,0.1237712,0.13,-6818773,3803477,0.75,-42496,-2.42
19-06-2015,63.5638,-1.25,7.6,NA,5.4,7.55,0.2813,-16.95,32.67,1681,NA,-10827.12,4.1,21.5684,63.02,6.2094,1.1352,122.71,2.7,191,5.4,94.085,21472,247394,0.1237712,0.13,-6818773,3803477,0.75,-42496,-2.42
20-06-2015,NA,-1.25,7.6,NA,5.4,NA,NA,NA,NA,1681,NA,-10827.12,4.1,NA,NA,NA,NA,NA,2.7,191,5.4,NA,21472,247394,0.1237712,0.13,-6818773,3803477,0.75,-42496,-2.42
21-06-2015,NA,-1.25,7.6,NA,5.4,NA,NA,NA,NA,1681,NA,-10827.12,4.1,NA,NA,NA,NA,NA,2.7,191,5.4,NA,21472,247394,0.1237712,0.13,-6818773,3803477,0.75,-42496,-2.42
22-06-2015,63.5125,-1.25,7.6,NA,5.4,7.58,0.28225,110.83,69.69,1681,NA,-10827.12,4.1,21.9045,63.34,NA,1.1341,123.37,2.7,191,5.4,94.329,21472,247394,0.1237712,0.13,-6818773,3803477,0.75,-42496,-2.42
23-06-2015,63.605,-1.25,7.6,NA,5.4,7.55,0.28075,-49.09,13.14,1681,NA,-10827.12,4.1,21.9791,64.45,6.2067,1.1167,123.94,2.7,191,5.4,95.432,21472,247394,0.1237712,0.13,-6818773,3803477,0.75,-42496,-2.42
24-06-2015,63.5975,-1.25,7.6,NA,5.4,7.58,0.28075,26.12,-16.64,1681,NA,-10827.12,4.1,21.9248,63.49,6.2073,1.1205,123.85,2.7,191,5.4,95.264,21472,247394,0.1237712,0.13,-6818773,3803477,0.75,-42496,-2.42
25-06-2015,63.625,-1.25,7.6,NA,5.4,7.59,0.282,51.59,18.51,1681,NA,-10827.12,4.1,22.0222,63.2,6.2092,1.1205,123.63,2.7,191,5.4,95.187,21472,247394,0.1237712,0.13,-6818773,3803477,0.75,-42496,-2.42
26-06-2015,63.6425,-1.25,7.6,NA,5.4,7.57,0.28175,-18.91,14.61,1681,NA,-10827.12,4.1,21.9779,63.26,6.2093,1.1167,123.85,2.7,191,5.4,95.472,21472,247394,0.1237712,0.13,-6818773,3803477,0.75,-42496,-2.42
27-06-2015,NA,-1.25,7.6,NA,5.4,NA,NA,NA,NA,1681,NA,-10827.12,4.1,NA,NA,NA,NA,NA,2.7,191,5.4,NA,21472,247394,0.1237712,0.13,-6818773,3803477,0.75,-42496,-2.42
28-06-2015,NA,-1.25,7.6,NA,5.4,NA,NA,NA,NA,1681,NA,-10827.12,4.1,NA,NA,NA,NA,NA,2.7,191,5.4,NA,21472,247394,0.1237712,0.13,-6818773,3803477,0.75,-42496,-2.42
29-06-2015,63.855,-1.25,7.6,NA,5.4,7.51,0.2837,-104.55,-101.01,1681,NA,-10827.12,4.1,21.8135,62.01,6.2088,1.1236,122.54,2.7,191,5.4,94.79,21472,247394,0.1237712,0.13,-6818773,3803477,0.75,-42496,-2.42
30-06-2015,63.6513,-1.25,7.6,NA,5.4,7.54,0.2832,-77.71,89.35,1681,NA,-10827.12,4.1,21.5998,63.59,6.201,1.1147,122.5,2.7,191,5.4,95.485,21472,247394,0.1237712,0.13,-6818773,3803477,0.75,-42496,-2.42
01-07-2015,63.605,-1.13,8,NA,3.69,7.56,0.2836,14.98,-27.35,1864,NA,-13090.87,4.1,21.818,62.01,6.2016,1.1053,123.17,1.6,256,5.1,96.31,21472,247394,0.1695698,0.13,-7346438,3868354,0.75,-40444,-2.42
02-07-2015,63.5125,-1.13,8,NA,3.69,7.61,0.2835,90.38,25.57,1864,NA,-13090.87,4.1,21.797,62.07,6.2045,1.1084,123.07,1.6,256,5.1,96.113,21472,247394,0.1695698,0.13,-7346438,3868354,0.75,-40444,-2.42
03-07-2015,63.4375,-1.13,8,NA,3.69,7.54,0.2843,55.69,47.94,1864,NA,-13090.87,4.1,21.9002,60.32,6.2057,1.1114,122.79,1.6,256,5.1,96.113,21472,247394,0.1695698,0.13,-7346438,3868354,0.75,-40444,-2.42
04-07-2015,NA,-1.13,8,NA,3.69,NA,NA,NA,NA,1864,NA,-13090.87,4.1,NA,NA,NA,NA,NA,1.6,256,5.1,NA,21472,247394,0.1695698,0.13,-7346438,3868354,0.75,-40444,-2.42
05-07-2015,NA,-1.13,8,NA,3.69,NA,NA,NA,NA,1864,NA,-13090.87,4.1,NA,NA,NA,NA,NA,1.6,256,5.1,NA,21472,247394,0.1695698,0.13,-7346438,3868354,0.75,-40444,-2.42
06-07-2015,63.405,-1.13,8,NA,3.69,7.5,0.28425,461.46,22.25,1864,NA,-13090.87,4.1,21.9964,56.54,6.2092,1.1056,122.57,1.6,256,5.1,96.298,21472,247394,0.1695698,0.13,-7346438,3868354,0.75,-40444,-2.42
07-07-2015,63.46,-1.13,8,NA,3.69,7.54,0.28325,46.66,-5.27,1864,NA,-13090.87,4.1,21.9671,56.85,6.2099,1.1011,122.54,1.6,256,5.1,96.865,21472,247394,0.1695698,0.13,-7346438,3868354,0.75,-40444,-2.42
08-07-2015,63.5963,-1.13,8,NA,3.69,7.55,0.28345,-53.21,16.25,1864,NA,-13090.87,4.1,22.1081,57.05,6.2091,1.1077,120.71,1.6,256,5.1,96.294,21472,247394,0.1695698,0.13,-7346438,3868354,0.75,-40444,-2.42
