Date, INR_per_USD ,CAD_Ind_Q,GDP_Ind_Q,GDP_Ind_per_Q_2004_2005,Inflation_Ind_M,MIBOR,LIBOR,Forieg_equit_inv_Ind_D,Forieg_Debt_inv__Ind_D,FDI_Ind_14169_M,RBI_Repo_Rate_Date,Trade_Deficit_Ind_M,Fiscal_Deficit_Ind_Y,NIFTY_PE_Ind_D,Brent_D,USDCNY_D,EURUSD_D,USDJPY_D,US_GDP_perc_Q,US_NFP_M,US_Unemp_Q,Strength_USD_D,Tourism_IND_USD_mn_Yr,Tourism_USA_USD_mn_Yr,Inflation_USA_percen_m,FEDFUNDS_USA_m,US_Net_Inter_Invest_Position_USD_mn_q,FDI_US_USD_mn_q,Discount_rate_USA_perc_m,Trade_Deficit_USA_USD_mn_m,Fiscal_Deficit_USA_per_Y
01-01-2012,NA,-4.44,NA,5.8,6.26,NA,NA,NA,NA,871,NA,-17573.4,5.8,NA,NA,NA,NA,NA,2.7,348,8.27,NA,18340,200997,2.925217,0.08,-4547907,2993642,0.75,-50983,-6.73
02-01-2012,53.3062,-4.44,NA,5.8,6.26,8.01,NA,-7.33,203.77,871,NA,-17573.4,5.8,13.8239,NA,6.3009,1.2934,76.9,2.7,348,8.27,80.28,18340,200997,2.925217,0.08,-4547907,2993642,0.75,-50983,-6.73
03-01-2012,53.225,-4.44,NA,5.8,6.26,7.89,0.5825,61.18,221.23,871,NA,-17573.4,5.8,14.2071,112.13,6.3009,1.305,76.74,2.7,348,8.27,79.611,18340,200997,2.925217,0.08,-4547907,2993642,0.75,-50983,-6.73
04-01-2012,52.975,-4.44,NA,5.8,6.26,7.65,0.5825,48.41,552.56,871,NA,-17573.4,5.8,14.1605,113.7,6.2943,1.2943,76.72,2.7,348,8.27,80.129,18340,200997,2.925217,0.08,-4547907,2993642,0.75,-50983,-6.73
05-01-2012,52.985,-4.44,NA,5.8,6.26,7.59,0.5825,104.07,208.52,871,NA,-17573.4,5.8,14.1614,112.74,6.3011,1.2789,77.12,2.7,348,8.27,80.936,18340,200997,2.925217,0.08,-4547907,2993642,0.75,-50983,-6.73
06-01-2012,52.7212,-4.44,NA,5.8,6.26,7.59,0.5815,4.75,395.89,871,NA,-17573.4,5.8,14.1737,113.06,6.3094,1.2717,76.97,2.7,348,8.27,81.254,18340,200997,2.925217,0.08,-4547907,2993642,0.75,-50983,-6.73
07-01-2012,NA,-4.44,NA,5.8,6.26,NA,NA,NA,NA,871,NA,-17573.4,5.8,14.1523,NA,NA,NA,NA,2.7,348,8.27,NA,18340,200997,2.925217,0.08,-4547907,2993642,0.75,-50983,-6.73
08-01-2012,NA,-4.44,NA,5.8,6.26,NA,NA,NA,NA,871,NA,-17573.4,5.8,NA,NA,NA,NA,NA,2.7,348,8.27,NA,18340,200997,2.925217,0.08,-4547907,2993642,0.75,-50983,-6.73
09-01-2012,52.515,-4.44,NA,5.8,6.26,7.67,0.5805,2.35,67.7,871,NA,-17573.4,5.8,14.1409,112.45,6.3144,1.2765,76.86,2.7,348,8.27,81.051,18340,200997,2.925217,0.08,-4547907,2993642,0.75,-50983,-6.73
10-01-2012,51.705,-4.44,NA,5.8,6.26,7.91,0.5795,77.58,110.61,871,NA,-17573.4,5.8,14.4592,113.28,6.315,1.2778,76.85,2.7,348,8.27,80.805,18340,200997,2.925217,0.08,-4547907,2993642,0.75,-50983,-6.73
11-01-2012,51.8925,-4.44,NA,5.8,6.26,8.21,0.5765,96.14,309.27,871,NA,-17573.4,5.8,14.4932,112.24,6.3153,1.2707,76.85,2.7,348,8.27,81.351,18340,200997,2.925217,0.08,-4547907,2993642,0.75,-50983,-6.73
12-01-2012,51.59,-4.44,NA,5.8,6.26,8.35,0.5715,101.38,538.96,871,NA,-17573.4,5.8,14.4046,111.26,6.3181,1.2814,76.76,2.7,348,8.27,80.77,18340,200997,2.925217,0.08,-4547907,2993642,0.75,-50983,-6.73
13-01-2012,51.5275,-4.44,NA,5.8,6.26,8.72,0.567,70.88,432.01,871,8.5,-17573.4,5.8,14.5083,110.44,6.3065,1.268,76.97,2.7,348,8.27,81.515,18340,200997,2.925217,0.08,-4547907,2993642,0.75,-50983,-6.73
14-01-2012,NA,-4.44,NA,5.8,6.26,NA,NA,NA,NA,871,NA,-17573.4,5.8,NA,NA,NA,NA,NA,2.7,348,8.27,NA,18340,200997,2.925217,0.08,-4547907,2993642,0.75,-50983,-6.73
15-01-2012,NA,-4.44,NA,5.8,6.26,NA,NA,NA,NA,871,NA,-17573.4,5.8,NA,NA,NA,NA,NA,2.7,348,8.27,NA,18340,200997,2.925217,0.08,-4547907,2993642,0.75,-50983,-6.73
16-01-2012,51.395,-4.44,NA,5.8,6.26,8.5,0.5649,86.6,152.2,871,NA,-17573.4,5.8,14.5318,111.2,6.3166,1.2667,76.78,2.7,348,8.27,81.515,18340,200997,2.925217,0.08,-4547907,2993642,0.75,-50983,-6.73
17-01-2012,50.7112,-4.44,NA,5.8,6.26,8.87,0.5623,208.46,5.13,871,NA,-17573.4,5.8,14.8103,111.53,6.3139,1.2736,76.83,2.7,348,8.27,81.182,18340,200997,2.925217,0.08,-4547907,2993642,0.75,-50983,-6.73
18-01-2012,50.415,-4.44,NA,5.8,6.26,8.95,0.5612,189.74,-37.01,871,NA,-17573.4,5.8,14.776,110.66,6.3117,1.2863,76.82,2.7,348,8.27,80.609,18340,200997,2.925217,0.08,-4547907,2993642,0.75,-50983,-6.73
19-01-2012,50.235,-4.44,NA,5.8,6.26,9.35,0.5612,138.73,35.77,871,NA,-17573.4,5.8,14.9626,111.55,6.316,1.2968,77.11,2.7,348,8.27,80.216,18340,200997,2.925217,0.08,-4547907,2993642,0.75,-50983,-6.73
20-01-2012,50.3337,-4.44,NA,5.8,6.26,9.41,0.5611,198.15,170.43,871,NA,-17573.4,5.8,15.0527,109.86,6.3362,1.2931,77.01,2.7,348,8.27,80.223,18340,200997,2.925217,0.08,-4547907,2993642,0.75,-50983,-6.73
21-01-2012,NA,-4.44,NA,5.8,6.26,NA,NA,NA,NA,871,NA,-17573.4,5.8,NA,NA,NA,NA,NA,2.7,348,8.27,NA,18340,200997,2.925217,0.08,-4547907,2993642,0.75,-50983,-6.73
22-01-2012,NA,-4.44,NA,5.8,6.26,NA,NA,NA,NA,871,NA,-17573.4,5.8,NA,NA,NA,NA,NA,2.7,348,8.27,NA,18340,200997,2.925217,0.08,-4547907,2993642,0.75,-50983,-6.73
23-01-2012,50.0825,-4.44,NA,5.8,6.26,9.16,0.5601,-2.55,-53.75,871,NA,-17573.4,5.8,15.0457,110.58,6.3138,1.3013,77.02,2.7,348,8.27,79.783,18340,200997,2.925217,0.08,-4547907,2993642,0.75,-50983,-6.73
24-01-2012,50.0687,-4.44,NA,5.8,6.26,9.25,0.5591,181.94,76.83,871,8.5,-17573.4,5.8,15.2875,110.03,6.3138,1.3036,77.67,2.7,348,8.27,79.868,18340,200997,2.925217,0.08,-4547907,2993642,0.75,-50983,-6.73
25-01-2012,50.0987,-4.44,NA,5.8,6.26,9.6,0.5566,234.34,-21.9,871,NA,-17573.4,5.8,15.3798,109.81,6.334,1.3106,77.78,2.7,348,8.27,79.579,18340,200997,2.925217,0.08,-4547907,2993642,0.75,-50983,-6.73
26-01-2012,NA,-4.44,NA,5.8,6.26,NA,0.5531,NA,NA,871,NA,-17573.4,5.8,NA,110.79,6.3138,1.3109,77.45,2.7,348,8.27,79.395,18340,200997,2.925217,0.08,-4547907,2993642,0.75,-50983,-6.73
27-01-2012,49.315,-4.44,NA,5.8,6.26,9.72,0.5511,274.78,-71.06,871,NA,-17573.4,5.8,15.5181,111.46,6.3138,1.322,76.7,2.7,348,8.27,78.902,18340,200997,2.925217,0.08,-4547907,2993642,0.75,-50983,-6.73
28-01-2012,NA,-4.44,NA,5.8,6.26,NA,NA,NA,NA,871,NA,-17573.4,5.8,NA,NA,NA,NA,NA,2.7,348,8.27,NA,18340,200997,2.925217,0.08,-4547907,2993642,0.75,-50983,-6.73
29-01-2012,NA,-4.44,NA,5.8,6.26,NA,NA,NA,NA,871,NA,-17573.4,5.8,NA,NA,NA,NA,NA,2.7,348,8.27,NA,18340,200997,2.925217,0.08,-4547907,2993642,0.75,-50983,-6.73
30-01-2012,49.7988,-4.44,NA,5.8,6.26,9.38,0.54685,-16.09,-95.1,871,NA,-17573.4,5.8,15.1681,110.75,6.333,1.3144,76.35,2.7,348,8.27,79.167,18340,200997,2.925217,0.08,-4547907,2993642,0.75,-50983,-6.73
31-01-2012,49.455,-4.44,NA,5.8,6.26,9.34,0.54235,129.83,21.93,871,NA,-17573.4,5.8,15.5019,110.98,6.3083,1.3084,76.27,2.7,348,8.27,79.288,18340,200997,2.925217,0.08,-4547907,2993642,0.75,-50983,-6.73
01-02-2012,49.2738,-4.44,NA,5.8,8.03,9.03,0.5371,422.49,6.52,484,NA,-14924.1,5.8,15.6105,111.56,6.3077,1.3161,76.2,2.7,233,8.27,78.922,18340,200997,2.871099,0.1,-4547907,2993642,0.75,-43570,-6.73
02-02-2012,49.16,-4.44,NA,5.8,8.03,9.16,0.5306,434.55,91.68,484,NA,-14924.1,5.8,15.7125,112.07,6.302,1.3144,76.22,2.7,233,8.27,78.991,18340,200997,2.871099,0.1,-4547907,2993642,0.75,-43570,-6.73
03-02-2012,48.695,-4.44,NA,5.8,8.03,8.62,0.527,198.92,-52.84,484,NA,-14924.1,5.8,15.8793,114.58,6.3029,1.3158,76.6,2.7,233,8.27,78.924,18340,200997,2.871099,0.1,-4547907,2993642,0.75,-43570,-6.73
04-02-2012,NA,-4.44,NA,5.8,8.03,NA,NA,NA,NA,484,NA,-14924.1,5.8,NA,NA,NA,NA,NA,2.7,233,8.27,NA,18340,200997,2.871099,0.1,-4547907,2993642,0.75,-43570,-6.73
05-02-2012,NA,-4.44,NA,5.8,8.03,NA,NA,NA,NA,484,NA,-14924.1,5.8,NA,NA,NA,NA,NA,2.7,233,8.27,NA,18340,200997,2.871099,0.1,-4547907,2993642,0.75,-43570,-6.73
06-02-2012,49.055,-4.44,NA,5.8,8.03,8.48,0.52325,226.85,-27.39,484,NA,-14924.1,5.8,15.9861,115.93,6.3124,1.313,76.55,2.7,233,8.27,79.069,18340,200997,2.871099,0.1,-4547907,2993642,0.75,-43570,-6.73
07-02-2012,49.2125,-4.44,NA,5.8,8.03,8.66,0.52,141.53,-47.98,484,NA,-14924.1,5.8,15.9071,116.23,6.3048,1.3261,76.76,2.7,233,8.27,78.576,18340,200997,2.871099,0.1,-4547907,2993642,0.75,-43570,-6.73
08-02-2012,49.15,-4.44,NA,5.8,8.03,8.8,0.51325,91.8,168.58,484,NA,-14924.1,5.8,16.0054,117.2,6.2944,1.326,77.04,2.7,233,8.27,78.641,18340,200997,2.871099,0.1,-4547907,2993642,0.75,-43570,-6.73
09-02-2012,49.505,-4.44,NA,5.8,8.03,8.99,0.51,294.27,-106.66,484,NA,-14924.1,5.8,16.1372,118.59,6.2951,1.3286,77.67,2.7,233,8.27,78.566,18340,200997,2.871099,0.1,-4547907,2993642,0.75,-43570,-6.73
10-02-2012,49.41,-4.44,NA,5.8,8.03,8.92,0.506,69.15,347.6,484,8.5,-14924.1,5.8,16.0455,117.31,6.2998,1.3197,77.61,2.7,233,8.27,79.114,18340,200997,2.871099,0.1,-4547907,2993642,0.75,-43570,-6.73
11-02-2012,NA,-4.44,NA,5.8,8.03,NA,NA,NA,NA,484,NA,-14924.1,5.8,NA,NA,NA,NA,NA,2.7,233,8.27,NA,18340,200997,2.871099,0.1,-4547907,2993642,0.75,-43570,-6.73
12-02-2012,NA,-4.44,NA,5.8,8.03,NA,NA,NA,NA,484,NA,-14924.1,5.8,NA,NA,NA,NA,NA,2.7,233,8.27,NA,18340,200997,2.871099,0.1,-4547907,2993642,0.75,-43570,-6.73
13-02-2012,49.1963,-4.44,NA,5.8,8.03,8.8,0.5026,131.31,-38.86,484,NA,-14924.1,5.8,16.0712,117.93,6.2981,1.3186,77.57,2.7,233,8.27,78.946,18340,200997,2.871099,0.1,-4547907,2993642,0.75,-43570,-6.73
14-02-2012,49.3688,-4.44,NA,5.8,8.03,8.61,0.4976,232.44,-63.7,484,NA,-14924.1,5.8,16.1508,118.16,6.3,1.3134,78.44,2.7,233,8.27,79.58,18340,200997,2.871099,0.1,-4547907,2993642,0.75,-43570,-6.73
15-02-2012,49.2875,-4.44,NA,5.8,8.03,8.54,0.4951,444.05,-139.62,484,NA,-14924.1,5.8,16.4964,118.93,6.3001,1.3066,78.43,2.7,233,8.27,79.67,18340,200997,2.871099,0.1,-4547907,2993642,0.75,-43570,-6.73
16-02-2012,NA,-4.44,NA,5.8,8.03,NA,0.4931,NA,NA,484,NA,-14924.1,5.8,16.4666,120.11,6.3017,1.313,78.94,2.7,233,8.27,79.348,18340,200997,2.871099,0.1,-4547907,2993642,0.75,-43570,-6.73
17-02-2012,49.275,-4.44,NA,5.8,8.03,8.87,0.4931,120.82,-33.06,484,NA,-14924.1,5.8,16.5929,119.58,6.2991,1.314,79.55,2.7,233,8.27,79.331,18340,200997,2.871099,0.1,-4547907,2993642,0.75,-43570,-6.73
18-02-2012,NA,-4.44,NA,5.8,8.03,NA,NA,NA,NA,484,NA,-14924.1,5.8,NA,NA,NA,NA,NA,2.7,233,8.27,NA,18340,200997,2.871099,0.1,-4547907,2993642,0.75,-43570,-6.73
19-02-2012,NA,-4.44,NA,5.8,8.03,NA,NA,NA,NA,484,NA,-14924.1,5.8,NA,NA,NA,NA,NA,2.7,233,8.27,NA,18340,200997,2.871099,0.1,-4547907,2993642,0.75,-43570,-6.73
20-02-2012,NA,-4.44,NA,5.8,8.03,NA,0.4931,NA,NA,484,NA,-14924.1,5.8,NA,120.05,6.3017,1.3243,79.63,2.7,233,8.27,79.331,18340,200997,2.871099,0.1,-4547907,2993642,0.75,-43570,-6.73
21-02-2012,49.3063,-4.44,NA,5.8,8.03,8.9,0.4926,304.5,12.04,484,NA,-14924.1,5.8,16.7207,121.66,6.2968,1.3234,79.74,2.7,233,8.27,79.044,18340,200997,2.871099,0.1,-4547907,2993642,0.75,-43570,-6.73
22-02-2012,49.2288,-4.44,NA,5.8,8.03,8.91,0.4916,196.35,85.9,484,NA,-14924.1,5.8,16.4171,122.9,6.2961,1.3249,80.29,2.7,233,8.27,79.211,18340,200997,2.871099,0.1,-4547907,2993642,0.75,-43570,-6.73
23-02-2012,49.1988,-4.44,NA,5.8,8.03,8.91,0.4906,76.53,38.92,484,NA,-14924.1,5.8,16.3514,123.62,6.2985,1.3373,80,2.7,233,8.27,78.819,18340,200997,2.871099,0.1,-4547907,2993642,0.75,-43570,-6.73
24-02-2012,48.945,-4.44,NA,5.8,8.03,8.85,0.4906,1548.59,761.58,484,NA,-14924.1,5.8,16.1903,125.47,6.2976,1.3448,81.2,2.7,233,8.27,78.352,18340,200997,2.871099,0.1,-4547907,2993642,0.75,-43570,-6.73
25-02-2012,NA,-4.44,NA,5.8,8.03,NA,NA,NA,NA,484,NA,-14924.1,5.8,NA,NA,NA,NA,NA,2.7,233,8.27,NA,18340,200997,2.871099,0.1,-4547907,2993642,0.75,-43570,-6.73
26-02-2012,NA,-4.44,NA,5.8,8.03,NA,NA,NA,NA,484,NA,-14924.1,5.8,NA,NA,NA,NA,NA,2.7,233,8.27,NA,18340,200997,2.871099,0.1,-4547907,2993642,0.75,-43570,-6.73
27-02-2012,49.2337,-4.44,NA,5.8,8.03,9.18,0.4891,-110.6,510.35,484,NA,-14924.1,5.8,15.7487,124.17,6.3014,1.3398,80.61,2.7,233,8.27,78.568,18340,200997,2.871099,0.1,-4547907,2993642,0.75,-43570,-6.73
28-02-2012,49.0762,-4.44,NA,5.8,8.03,9.28,0.4875,174.29,501.74,484,NA,-14924.1,5.8,16.0299,121.55,6.2993,1.3458,80.46,2.7,233,8.27,78.273,18340,200997,2.871099,0.1,-4547907,2993642,0.75,-43570,-6.73
29-02-2012,49.0238,-4.44,NA,5.8,8.03,9.21,0.48425,132.91,212.22,484,NA,-14924.1,5.8,16.0588,122.66,6.2938,1.3325,81.15,2.7,233,8.27,78.737,18340,200997,2.871099,0.1,-4547907,2993642,0.75,-43570,-6.73
01-03-2012,49.22,-4.44,NA,5.8,9.05,9.21,0.4797,56.14,-102.61,219,NA,-13541.3,5.8,15.9233,126.2,6.3004,1.3311,81.12,2.7,264,8.27,78.789,18340,200997,2.651398,0.13,-4547907,2993642,0.75,-50218,-6.73
02-03-2012,49.5,-4.44,NA,5.8,9.05,8.97,0.47575,121.99,-82.78,219,NA,-13541.3,5.8,15.9817,123.65,6.2984,1.3198,81.81,2.7,264,8.27,79.403,18340,200997,2.651398,0.13,-4547907,2993642,0.75,-50218,-6.73
03-03-2012,NA,-4.44,NA,5.8,9.05,NA,NA,NA,NA,219,NA,-13541.3,5.8,15.9819,NA,NA,NA,NA,2.7,264,8.27,NA,18340,200997,2.651398,0.13,-4547907,2993642,0.75,-50218,-6.73
04-03-2012,NA,-4.44,NA,5.8,9.05,NA,NA,NA,NA,219,NA,-13541.3,5.8,NA,NA,NA,NA,NA,2.7,264,8.27,NA,18340,200997,2.651398,0.13,-4547907,2993642,0.75,-50218,-6.73
05-03-2012,49.8538,-4.44,NA,5.8,9.05,8.86,0.47455,39.52,-5.51,219,NA,-13541.3,5.8,15.7462,123.8,6.3069,1.3217,81.56,2.7,264,8.27,79.3,18340,200997,2.651398,0.13,-4547907,2993642,0.75,-50218,-6.73
06-03-2012,50.3763,-4.44,NA,5.8,9.05,8.74,0.47455,-34.27,-88.18,219,NA,-13541.3,5.8,15.5734,121.98,6.3082,1.3112,80.89,2.7,264,8.27,79.866,18340,200997,2.651398,0.13,-4547907,2993642,0.75,-50218,-6.73
07-03-2012,50.2862,-4.44,NA,5.8,9.05,8.81,0.47455,-58.63,-217.67,219,NA,-13541.3,5.8,15.5675,124.12,6.31,1.3149,81.09,2.7,264,8.27,79.712,18340,200997,2.651398,0.13,-4547907,2993642,0.75,-50218,-6.73
08-03-2012,NA,-4.44,NA,5.8,9.05,NA,0.47355,NA,NA,219,NA,-13541.3,5.8,NA,125.44,6.3165,1.3275,81.56,2.7,264,8.27,79.139,18340,200997,2.651398,0.13,-4547907,2993642,0.75,-50218,-6.73
09-03-2012,49.855,-4.44,NA,5.8,9.05,9.04,0.47355,270.95,1.87,219,NA,-13541.3,5.8,15.9048,125.98,6.3113,1.3123,82.46,2.7,264,8.27,80.041,18340,200997,2.651398,0.13,-4547907,2993642,0.75,-50218,-6.73
10-03-2012,NA,-4.44,NA,5.8,9.05,NA,NA,NA,NA,219,NA,-13541.3,5.8,NA,NA,NA,NA,NA,2.7,264,8.27,NA,18340,200997,2.651398,0.13,-4547907,2993642,0.75,-50218,-6.73
11-03-2012,NA,-4.44,NA,5.8,9.05,NA,NA,NA,NA,219,NA,-13541.3,5.8,NA,NA,NA,NA,NA,2.7,264,8.27,NA,18340,200997,2.651398,0.13,-4547907,2993642,0.75,-50218,-6.73
12-03-2012,49.9825,-4.44,NA,5.8,9.05,9.05,0.47355,277.77,-93.96,219,NA,-13541.3,5.8,15.9561,125.34,6.3266,1.3155,82.23,2.7,264,8.27,79.89,18340,200997,2.651398,0.13,-4547907,2993642,0.75,-50218,-6.73
13-03-2012,49.935,-4.44,NA,5.8,9.05,9.23,0.47365,182.05,-45.39,219,NA,-13541.3,5.8,16.1644,126.22,6.3272,1.3084,82.94,2.7,264,8.27,80.193,18340,200997,2.651398,0.13,-4547907,2993642,0.75,-50218,-6.73
14-03-2012,49.905,-4.44,NA,5.8,9.05,9.09,0.47365,415.79,20.82,219,NA,-13541.3,5.8,16.2668,124.97,6.3323,1.3032,83.73,2.7,264,8.27,80.565,18340,200997,2.651398,0.13,-4547907,2993642,0.75,-50218,-6.73
15-03-2012,50.3863,-4.44,NA,5.8,9.05,8.94,0.47365,36.42,25.39,219,8.5,-13541.3,5.8,16.0185,123.55,6.3294,1.308,83.57,2.7,264,8.27,80.15,18340,200997,2.651398,0.13,-4547907,2993642,0.75,-50218,-6.73
16-03-2012,50.1912,-4.44,NA,5.8,9.05,8.93,0.47365,182.59,-16.62,219,NA,-13541.3,5.8,15.8321,125.81,6.3229,1.3175,83.43,2.7,264,8.27,79.786,18340,200997,2.651398,0.13,-4547907,2993642,0.75,-50218,-6.73
17-03-2012,NA,-4.44,NA,5.8,9.05,NA,NA,NA,NA,219,NA,-13541.3,5.8,NA,NA,NA,NA,NA,2.7,264,8.27,NA,18340,200997,2.651398,0.13,-4547907,2993642,0.75,-50218,-6.73
18-03-2012,NA,-4.44,NA,5.8,9.05,NA,NA,NA,NA,219,NA,-13541.3,5.8,NA,NA,NA,NA,NA,2.7,264,8.27,NA,18340,200997,2.651398,0.13,-4547907,2993642,0.75,-50218,-6.73
19-03-2012,50.2337,-4.44,NA,5.8,9.05,9.14,0.47365,37.06,-11.29,219,NA,-13541.3,5.8,15.651,125.71,6.3233,1.3238,83.35,2.7,264,8.27,79.452,18340,200997,2.651398,0.13,-4547907,2993642,0.75,-50218,-6.73
20-03-2012,50.395,-4.44,NA,5.8,9.05,9.16,0.47415,38.92,-180.9,219,NA,-13541.3,5.8,15.704,124.12,6.3244,1.3225,83.7,2.7,264,8.27,79.593,18340,200997,2.651398,0.13,-4547907,2993642,0.75,-50218,-6.73
21-03-2012,50.6575,-4.44,NA,5.8,9.05,9.29,0.47415,128.81,64.69,219,NA,-13541.3,5.8,15.9722,124.2,6.3226,1.3216,83.41,2.7,264,8.27,79.657,18340,200997,2.651398,0.13,-4547907,2993642,0.75,-50218,-6.73
22-03-2012,51.2188,-4.44,NA,5.8,9.05,9.55,0.47365,NA,NA,219,NA,-13541.3,5.8,15.5658,123.14,6.2994,1.3201,82.54,2.7,264,8.27,79.736,18340,200997,2.651398,0.13,-4547907,2993642,0.75,-50218,-6.73
23-03-2012,NA,-4.44,NA,5.8,9.05,NA,0.47315,64.87,173.5,219,NA,-13541.3,5.8,15.7139,125.13,6.3076,1.327,82.35,2.7,264,8.27,79.345,18340,200997,2.651398,0.13,-4547907,2993642,0.75,-50218,-6.73
24-03-2012,NA,-4.44,NA,5.8,9.05,NA,NA,NA,NA,219,NA,-13541.3,5.8,NA,NA,NA,NA,NA,2.7,264,8.27,NA,18340,200997,2.651398,0.13,-4547907,2993642,0.75,-50218,-6.73
25-03-2012,NA,-4.44,NA,5.8,9.05,NA,NA,NA,NA,219,NA,-13541.3,5.8,NA,NA,NA,NA,NA,2.7,264,8.27,NA,18340,200997,2.651398,0.13,-4547907,2993642,0.75,-50218,-6.73
26-03-2012,51.27,-4.44,NA,5.8,9.05,9.09,0.47265,-18.39,-65.59,219,NA,-13541.3,5.8,15.4342,125.65,6.315,1.3359,82.82,2.7,264,8.27,78.982,18340,200997,2.651398,0.13,-4547907,2993642,0.75,-50218,-6.73
27-03-2012,50.715,-4.44,NA,5.8,9.05,9.45,0.47065,15.49,-278.05,219,NA,-13541.3,5.8,15.6096,125.54,6.307,1.3313,83.17,2.7,264,8.27,79.047,18340,200997,2.651398,0.13,-4547907,2993642,0.75,-50218,-6.73
28-03-2012,50.785,-4.44,NA,5.8,9.05,9.11,0.46965,48.9,-394.82,219,NA,-13541.3,5.8,15.4655,124.16,6.3056,1.3317,82.9,2.7,264,8.27,79.126,18340,200997,2.651398,0.13,-4547907,2993642,0.75,-50218,-6.73
29-03-2012,51.395,-4.44,NA,5.8,9.05,8.52,0.46815,-254.07,-212.9,219,NA,-13541.3,5.8,15.4181,122.39,6.306,1.3302,82.46,2.7,264,8.27,79.186,18340,200997,2.651398,0.13,-4547907,2993642,0.75,-50218,-6.73
30-03-2012,50.875,-4.44,NA,5.8,9.05,7.95,0.46815,NA,NA,219,NA,-13541.3,5.8,15.7656,122.88,6.299,1.3343,82.87,2.7,264,8.27,79.004,18340,200997,2.651398,0.13,-4547907,2993642,0.75,-50218,-6.73
31-03-2012,NA,-4.44,NA,5.8,9.05,NA,NA,NA,NA,219,NA,-13541.3,5.8,NA,NA,NA,NA,NA,2.7,264,8.27,NA,18340,200997,2.651398,0.13,-4547907,2993642,0.75,-50218,-6.73
01-04-2012,NA,-4.49,4.9,4.5,9.76,NA,NA,NA,NA,1542,NA,-14041.3,5.8,NA,NA,NA,NA,NA,1.9,72,8.2,NA,18340,200997,2.30274,0.14,-5222050,3080095,0.75,-47254,-6.73
02-04-2012,NA,-4.49,4.9,4.5,9.76,NA,0.46815,253.68,-249.89,1542,NA,-14041.3,5.8,15.3712,125.43,6.2885,1.3321,82.08,1.9,72,8.2,78.82,18340,200997,2.30274,0.14,-5222050,3080095,0.75,-47254,-6.73
03-04-2012,50.715,-4.49,4.9,4.5,9.76,8.24,0.46915,73.02,46.86,1542,NA,-14041.3,5.8,15.4886,124.86,6.2862,1.3233,82.81,1.9,72,8.2,79.483,18340,200997,2.30274,0.14,-5222050,3080095,0.75,-47254,-6.73
04-04-2012,51.105,-4.49,4.9,4.5,9.76,8.24,0.46915,26.32,47.89,1542,NA,-14041.3,5.8,15.3857,122.34,6.2987,1.3142,82.46,1.9,72,8.2,79.778,18340,200997,2.30274,0.14,-5222050,3080095,0.75,-47254,-6.73
05-04-2012,NA,-4.49,4.9,4.5,9.76,NA,0.46915,NA,NA,1542,NA,-14041.3,5.8,NA,123.43,6.3141,1.3066,82.37,1.9,72,8.2,80.076,18340,200997,2.30274,0.14,-5222050,3080095,0.75,-47254,-6.73
06-04-2012,NA,-4.49,4.9,4.5,9.76,NA,NA,NA,NA,1542,NA,-14041.3,5.8,NA,NA,6.3058,1.3096,81.64,1.9,72,8.2,79.886,18340,200997,2.30274,0.14,-5222050,3080095,0.75,-47254,-6.73
07-04-2012,NA,-4.49,4.9,4.5,9.76,NA,NA,NA,NA,1542,NA,-14041.3,5.8,NA,NA,NA,NA,NA,1.9,72,8.2,NA,18340,200997,2.30274,0.14,-5222050,3080095,0.75,-47254,-6.73
08-04-2012,NA,-4.49,4.9,4.5,9.76,NA,NA,NA,NA,1542,NA,-14041.3,5.8,NA,NA,NA,NA,NA,1.9,72,8.2,NA,18340,200997,2.30274,0.14,-5222050,3080095,0.75,-47254,-6.73
09-04-2012,51.145,-4.49,4.9,4.5,9.76,8.46,NA,-49.29,216.75,1542,NA,-14041.3,5.8,15.1299,122.67,6.3086,1.3106,81.49,1.9,72,8.2,79.733,18340,200997,2.30274,0.14,-5222050,3080095,0.75,-47254,-6.73
10-04-2012,51.475,-4.49,4.9,4.5,9.76,8.59,0.46915,-202.95,-7.79,1542,NA,-14041.3,5.8,15.1565,119.88,6.311,1.3082,80.67,1.9,72,8.2,79.891,18340,200997,2.30274,0.14,-5222050,3080095,0.75,-47254,-6.73
11-04-2012,51.425,-4.49,4.9,4.5,9.76,8.46,0.46865,-72.06,-45.78,1542,NA,-14041.3,5.8,15.1081,120.18,6.3079,1.311,80.86,1.9,72,8.2,79.795,18340,200997,2.30274,0.14,-5222050,3080095,0.75,-47254,-6.73
12-04-2012,51.5887,-4.49,4.9,4.5,9.76,8.42,0.46665,35.77,34.04,1542,NA,-14041.3,5.8,15.2526,121.71,6.3074,1.3188,80.89,1.9,72,8.2,79.285,18340,200997,2.30274,0.14,-5222050,3080095,0.75,-47254,-6.73
13-04-2012,51.3025,-4.49,4.9,4.5,9.76,8.17,0.46615,33.4,38.23,1542,NA,-14041.3,5.8,15.052,121.83,6.303,1.3078,80.93,1.9,72,8.2,79.888,18340,200997,2.30274,0.14,-5222050,3080095,0.75,-47254,-6.73
14-04-2012,NA,-4.49,4.9,4.5,9.76,NA,NA,NA,NA,1542,NA,-14041.3,5.8,NA,NA,NA,NA,NA,1.9,72,8.2,NA,18340,200997,2.30274,0.14,-5222050,3080095,0.75,-47254,-6.73
